编号,姓名,昵称,船票,学分,大区,城市
1529,何洋2024,何洋2024_771,880,1357,华北,北京
1530,陈敏,陈敏_558,914,643,华南,佛山
1531,徐峰Tech,徐峰Tech,657,709,西北,银川
1532,杨伟,杨伟_284,246,306,华中,南昌
1533,高磊2024,高磊2024_132,396,766,东北,哈尔滨
1534,黄明Tech,黄明Tech,243,1286,华南,佛山
1535,罗芳,罗芳_743,848,580,西北,银川
1536,高丽DISC,高丽DISC_947,976,1095,华南,广州
1537,李敏2024,李敏2024,725,1306,西北,兰州
1538,杨敏,杨敏_472,991,1130,华北,太原
1539,何军,何军_299,202,591,华北,石家庄
1540,林磊,林磊,291,898,华中,武汉
1541,周娜_Pro,周娜_Pro,702,675,华南,海口
1542,周杰,周杰_377,282,1326,西南,贵阳
1543,李辉,李辉,504,335,华北,太原
1544,马洋,马洋_197,743,1050,华北,石家庄
1545,林静,林静_680,201,997,西南,昆明
1546,李明,李明,381,1434,东北,大连
1547,孙海,孙海,291,390,华东,济南
1548,吴敏,吴敏_428,420,466,华中,郑州
1549,杨娜2024,杨娜2024,970,478,华中,长沙
1550,刘燕_Pro,刘燕_Pro_788,195,944,东北,长春
1551,杨明Tech,杨明Tech_298,598,1331,东北,长春
1552,赵辉,赵辉_985,200,1030,华北,呼和浩特
1553,罗军,罗军_686,379,534,东北,沈阳
1554,杨敏,杨敏,170,783,西南,重庆
1555,杨敏,杨敏,995,537,华南,海口
1556,胡洋,胡洋_350,494,874,东北,沈阳
1557,孙强,孙强,114,714,华南,深圳
1558,郭海,郭海,869,951,华北,石家庄
1559,徐燕@AI,徐燕@AI,443,474,华东,南昌
1560,胡磊,胡磊_936,474,1145,华南,广州
1561,罗峰,罗峰,999,839,华南,佛山
1562,刘娜,刘娜_716,422,1114,华南,南宁
1563,陈鹏_Pro,陈鹏_Pro_989,791,1393,东北,沈阳
1564,郭洋_Pro,郭洋_Pro,530,1058,西北,兰州
1565,郭娜DISC,郭娜DISC,653,1009,东北,大连
1566,林海@AI,林海@AI,838,888,华南,广州
1567,马峰,马峰_337,577,609,华东,合肥
1568,高辉,高辉,952,948,华东,杭州
1569,胡强,胡强,318,1374,东北,大连
1570,李鹏,李鹏_600,234,1112,华东,合肥
1571,周海,周海,724,705,西南,昆明
1572,林勇,林勇,246,561,华东,南昌
1573,徐磊,徐磊_389,733,695,西北,西安
1574,何辉Tech,何辉Tech,520,1372,华南,佛山
1575,何丽,何丽,733,1228,东北,沈阳
1576,张明,张明,992,994,西北,乌鲁木齐
1577,王涛,王涛_827,841,1314,华东,福州
1578,刘敏DISC,刘敏DISC_642,118,1059,华南,海口
1579,李敏,李敏_667,467,1492,西南,成都
1580,吴强,吴强,800,314,华东,上海
1581,李涛,李涛_745,371,952,华南,深圳
1582,马静@AI,马静@AI_361,737,1042,华南,深圳
1583,陈芳,陈芳,138,784,华东,杭州
1584,高海,高海,667,490,西南,拉萨
1585,王杰,王杰_425,987,1092,西北,西安
1586,郭磊,郭磊_100,765,480,西北,西宁
1587,高霞,高霞,361,1380,西南,拉萨
1588,吴霞,吴霞_943,380,1138,华南,佛山
1589,陈静,陈静_121,452,1040,华北,石家庄
1590,黄洋,黄洋,447,720,华南,广州
1591,郭强,郭强_333,482,929,华中,长沙
1592,孙峰,孙峰_141,122,366,西北,兰州
1593,朱涛2024,朱涛2024,898,1232,西南,拉萨
1594,刘丽@AI,刘丽@AI_674,982,1403,华北,石家庄
1595,胡芳,胡芳,190,1436,华中,长沙
1596,胡峰,胡峰_446,321,414,华中,武汉
1597,马芳,马芳,800,824,西南,贵阳
1598,罗霞,罗霞_171,244,334,华南,南宁
1599,朱涛,朱涛_863,839,692,华北,石家庄
1600,郭涛,郭涛_624,549,1293,西北,乌鲁木齐
1601,朱磊,朱磊,371,420,华中,郑州
1602,郭涛@AI,郭涛@AI,308,646,华北,呼和浩特
1603,郭军,郭军_817,670,616,华东,福州
1604,王敏,王敏,380,1138,西北,兰州
1605,周海DISC,周海DISC,247,1128,华南,南宁
1606,王伟,王伟,664,1132,西南,成都
1607,赵明,赵明,881,843,华北,北京
1608,马燕,马燕,594,854,华东,福州
1609,胡洋,胡洋,961,849,华中,武汉
1610,孙静,孙静,478,455,东北,哈尔滨
1611,陈明2024,陈明2024,483,1173,西北,兰州
1612,王明Tech,王明Tech,514,957,华南,深圳
1613,胡丽,胡丽,539,727,华南,南宁
1614,刘勇,刘勇,911,775,华东,南京
1615,吴霞DISC,吴霞DISC,186,1229,西北,乌鲁木齐
1616,高海Tech,高海Tech,291,969,西北,西宁
1617,刘峰,刘峰_360,821,1149,华南,海口
1618,刘辉,刘辉_305,622,843,华中,长沙
1619,黄丽,黄丽_719,154,474,华东,南京
1620,王伟,王伟,419,1224,西北,西安
1621,李燕,李燕_982,246,625,华北,天津
1622,杨杰,杨杰,327,1425,华南,深圳
1623,周燕,周燕_573,706,437,西北,西安
1624,罗杰,罗杰,817,1400,西南,重庆
1625,陈敏,陈敏,678,1167,华南,深圳
1626,李涛,李涛,492,563,西南,重庆
1627,郭燕DISC,郭燕DISC,716,704,华中,武汉
1628,孙洋,孙洋,347,1306,西北,银川
1629,马磊,马磊,478,807,西北,西安
1630,马海Tech,马海Tech,486,679,华南,海口
1631,徐峰2024,徐峰2024_955,657,1186,东北,大连
1632,张勇,张勇,486,604,西南,重庆
1633,罗鹏,罗鹏_887,370,1495,西南,重庆
1634,罗涛,罗涛,770,1198,东北,长春
1635,赵伟,赵伟,378,1484,西北,西宁
1636,孙霞@AI,孙霞@AI_288,448,435,华中,武汉
1637,刘丽,刘丽,346,430,东北,长春
1638,高霞,高霞,951,539,华中,长沙
1639,胡芳@AI,胡芳@AI_916,355,1455,西北,银川
1640,刘鹏,刘鹏,422,1221,华南,南宁
1641,赵勇,赵勇_972,151,889,华中,南昌
1642,胡洋@AI,胡洋@AI_301,228,836,华南,佛山
1643,吴辉,吴辉_540,650,911,西北,银川
1644,赵军,赵军,637,443,华东,杭州
1645,孙军,孙军,711,339,西南,昆明
1646,刘杰,刘杰,364,1381,西北,乌鲁木齐
1647,张杰,张杰_220,832,1386,华中,长沙
1648,王辉,王辉_805,268,1316,西南,拉萨
1649,张娜,张娜_183,568,375,华南,深圳
1650,吴辉,吴辉_561,947,528,华中,武汉
1651,郭军,郭军,794,580,华南,珠海
1652,胡峰,胡峰_869,950,1073,西北,乌鲁木齐
1653,孙杰2024,孙杰2024_455,838,347,东北,大连
1654,何军2024,何军2024_571,339,1387,西北,乌鲁木齐
1655,林鹏,林鹏_408,827,670,华北,天津
1656,林海DISC,林海DISC,705,1250,华中,南昌
1657,刘丽,刘丽,883,1091,华南,佛山
1658,郭峰2024,郭峰2024,437,423,华中,长沙
1659,郭静,郭静,504,1368,华北,北京
1660,林伟DISC,林伟DISC_542,243,894,华南,珠海
1661,周峰,周峰_247,572,391,华东,济南
1662,胡杰Tech,胡杰Tech_682,542,976,西南,昆明
1663,徐明@AI,徐明@AI_901,374,659,华东,福州
1664,周丽DISC,周丽DISC_741,808,454,华南,广州
1665,杨鹏,杨鹏_440,349,718,华南,佛山
1666,王峰,王峰_710,463,804,华东,上海
1667,朱勇,朱勇,471,798,西南,贵阳
1668,周峰_Pro,周峰_Pro_442,809,832,华中,长沙
1669,陈辉,陈辉,276,962,华东,杭州
1670,马辉DISC,马辉DISC,148,1420,西北,兰州
1671,黄洋_Pro,黄洋_Pro,497,409,西北,西宁
1672,罗峰DISC,罗峰DISC,974,1289,西北,西宁
1673,李海Tech,李海Tech_245,965,1121,华北,太原
1674,高娜,高娜_519,142,1015,西南,贵阳
1675,朱勇,朱勇_260,232,1374,东北,大连
1676,李洋,李洋_574,831,1317,西南,重庆
1677,周洋,周洋,500,840,西北,乌鲁木齐
1678,胡峰_Pro,胡峰_Pro_792,679,526,西北,乌鲁木齐
1679,林峰,林峰,265,974,华中,武汉
1680,高杰,高杰,862,1020,西南,昆明
1681,周强,周强,117,1412,东北,沈阳
1682,林伟_Pro,林伟_Pro_956,904,1183,华东,南京
1683,张磊,张磊,729,733,西北,乌鲁木齐
1684,周磊_Pro,周磊_Pro_302,996,801,华南,深圳
1685,朱军,朱军_475,113,441,华中,武汉
1686,刘强2024,刘强2024,936,1152,东北,长春
1687,高洋,高洋_422,410,1085,东北,哈尔滨
1688,周霞,周霞,504,560,华北,石家庄
1689,孙娜,孙娜_791,965,819,华东,济南
1690,刘伟DISC,刘伟DISC_362,454,413,华北,石家庄
1691,张海,张海,647,1432,西南,重庆
1692,徐娜,徐娜,935,1418,华东,上海
1693,刘磊,刘磊,116,753,华中,武汉
1694,徐强,徐强,477,962,华南,珠海
1695,胡明,胡明_794,135,1160,西南,拉萨
1696,高燕Tech,高燕Tech_687,367,881,东北,哈尔滨
1697,杨涛,杨涛,757,973,华东,南昌
1698,李娜@AI,李娜@AI,709,405,西北,兰州
1699,朱军,朱军_883,594,1372,华北,太原
1700,李敏_Pro,李敏_Pro,465,1163,西南,贵阳
1701,王霞_Pro,王霞_Pro_681,759,344,华南,佛山
1702,周明@AI,周明@AI,775,543,华南,深圳
1703,郭鹏,郭鹏,128,736,华东,杭州
1704,郭娜@AI,郭娜@AI,234,1042,华东,杭州
1705,林燕,林燕_163,978,688,东北,大连
1706,高杰,高杰_279,235,1017,华北,石家庄
1707,陈辉,陈辉_915,750,1382,西北,兰州
1708,朱明,朱明_832,629,426,华北,石家庄
1709,周峰,周峰_510,800,400,华中,郑州
1710,吴娜,吴娜_577,254,437,华东,南京
1711,周敏2024,周敏2024_101,656,772,西南,昆明
1712,黄强_Pro,黄强_Pro_601,966,892,东北,长春
1713,黄伟,黄伟,682,778,西北,西安
1714,李芳,李芳_447,197,665,东北,大连
1715,罗芳,罗芳,379,756,西北,兰州
1716,马磊Tech,马磊Tech,616,924,西南,贵阳
1717,罗伟,罗伟_548,857,367,西南,贵阳
1718,周敏,周敏,171,1304,华北,天津
1719,高娜2024,高娜2024,768,676,西北,西安
1720,黄娜,黄娜,719,707,西北,兰州
1721,徐洋Tech,徐洋Tech_631,750,922,华北,北京
1722,赵强Tech,赵强Tech,714,1071,西北,乌鲁木齐
1723,胡敏,胡敏_947,594,402,华北,呼和浩特
1724,李丽,李丽,580,1011,西南,贵阳
1725,王军,王军,787,481,华东,合肥
1726,何磊,何磊,763,572,华中,长沙
1727,陈伟,陈伟,867,579,东北,沈阳
1728,林明,林明,968,1192,东北,哈尔滨
1729,朱明,朱明,289,1104,华北,石家庄
1730,吴辉@AI,吴辉@AI_972,257,1191,西北,西宁
1731,陈涛,陈涛,822,1100,华中,南昌
1732,徐勇,徐勇,524,517,东北,哈尔滨
1733,马霞,马霞,733,683,华东,上海
1734,胡峰,胡峰_578,659,384,华东,福州
1735,刘海Tech,刘海Tech,144,475,西南,昆明
1736,徐丽,徐丽,515,1163,西南,拉萨
1737,林丽,林丽,272,813,西南,拉萨
1738,张勇DISC,张勇DISC_288,862,333,西南,成都
1739,郭静,郭静,467,1135,华中,武汉
1740,周敏Tech,周敏Tech_678,456,1426,西南,拉萨
1741,罗鹏,罗鹏,993,576,华南,南宁
1742,高军,高军,735,1022,华北,太原
1743,吴敏,吴敏_692,988,1122,华北,天津
1744,徐丽,徐丽,985,613,东北,沈阳
1745,黄敏@AI,黄敏@AI,983,1435,西北,西宁
1746,罗鹏,罗鹏_515,232,330,华中,武汉
1747,郭军,郭军_651,633,937,华中,武汉
1748,胡伟,胡伟,845,713,华中,郑州
1749,刘辉,刘辉,937,907,华东,济南
1750,赵静,赵静_200,522,628,华中,武汉
1751,罗峰,罗峰_425,460,658,华南,珠海
1752,黄涛,黄涛,815,778,华南,深圳
1753,高芳@AI,高芳@AI,289,1302,华北,天津
1754,朱勇@AI,朱勇@AI,680,838,华中,南昌
1755,刘芳,刘芳,1000,484,华南,南宁
1756,徐辉,徐辉,751,942,华南,广州
1757,刘军,刘军_897,754,428,华南,深圳
1758,何霞_Pro,何霞_Pro,244,670,东北,大连
1759,张洋,张洋,236,890,西南,拉萨
1760,刘勇DISC,刘勇DISC,624,1282,西北,兰州
1761,马娜,马娜,648,1479,西南,贵阳
1762,刘静,刘静_101,150,419,华中,郑州
1763,赵芳,赵芳,162,861,华南,佛山
1764,刘涛,刘涛_683,553,1202,华北,石家庄
1765,王霞Tech,王霞Tech,187,923,东北,大连
1766,李敏,李敏_406,689,830,华中,南昌
1767,何涛,何涛_904,347,449,西北,乌鲁木齐
1768,马明,马明_527,101,998,华南,南宁
1769,周峰2024,周峰2024,294,950,华东,南京
1770,周勇DISC,周勇DISC,434,438,华北,石家庄
1771,陈强,陈强,722,697,西南,成都
1772,徐洋DISC,徐洋DISC_623,986,451,东北,大连
1773,黄涛,黄涛,580,1067,东北,大连
1774,林明Tech,林明Tech_858,972,1090,东北,大连
1775,李勇,李勇,554,980,西北,西安
1776,罗磊,罗磊,228,1248,华中,武汉
1777,胡丽,胡丽_565,853,1446,东北,哈尔滨
1778,徐磊@AI,徐磊@AI_292,650,785,华东,南京
1779,林娜DISC,林娜DISC_938,712,417,东北,大连
1780,刘明Tech,刘明Tech,737,1233,东北,沈阳
1781,赵勇DISC,赵勇DISC,869,588,华东,南昌
1782,黄明2024,黄明2024,620,1005,华南,珠海
1783,孙明,孙明_347,933,855,西北,乌鲁木齐
1784,赵鹏DISC,赵鹏DISC,683,1127,华北,北京
1785,王杰DISC,王杰DISC_160,918,679,华北,石家庄
1786,罗峰,罗峰_941,829,761,华中,武汉
1787,周军,周军,817,528,华东,上海
1788,刘军,刘军,964,1077,华南,珠海
1789,王勇,王勇_609,725,863,西南,重庆
1790,马峰2024,马峰2024_581,552,998,华东,南京
1791,张燕DISC,张燕DISC,829,387,东北,哈尔滨
1792,杨杰,杨杰_155,637,654,华北,呼和浩特
1793,杨敏DISC,杨敏DISC,270,1263,华东,福州
1794,王涛,王涛,149,507,西北,乌鲁木齐
1795,王娜2024,王娜2024_455,118,1412,华北,天津
1796,马磊,马磊,929,1266,东北,沈阳
1797,李娜,李娜,225,449,东北,大连
1798,孙磊2024,孙磊2024_657,696,1345,华北,石家庄
1799,陈鹏,陈鹏,883,1496,西南,重庆
1800,周海2024,周海2024,999,742,华中,南昌
1801,李海,李海,775,578,西南,重庆
1802,高鹏,高鹏_712,473,1103,华中,南昌
1803,杨海,杨海,190,994,华中,长沙
1804,胡伟_Pro,胡伟_Pro,544,796,东北,哈尔滨
1805,赵军,赵军_245,281,1183,华北,北京
1806,何静,何静_808,857,725,华东,南昌
1807,陈敏2024,陈敏2024,423,1446,西南,昆明
1808,徐涛,徐涛_436,578,573,西北,西宁
1809,胡峰,胡峰_715,396,887,华东,南昌
1810,林静,林静_244,320,862,西北,乌鲁木齐
1811,何洋_Pro,何洋_Pro_469,242,770,华中,南昌
1812,李敏,李敏,830,682,东北,大连
1813,高海,高海_918,628,1113,西北,兰州
1814,徐伟,徐伟,400,744,西北,西安
1815,李辉,李辉_743,707,706,西北,乌鲁木齐
1816,张燕,张燕_306,479,839,西北,银川
1817,黄丽,黄丽,991,720,东北,哈尔滨
1818,吴霞,吴霞_395,547,439,华中,长沙
1819,马强_Pro,马强_Pro,664,1459,华北,天津
1820,黄磊,黄磊_634,491,1370,华南,南宁
1821,孙明,孙明,236,1293,东北,长春
1822,何明,何明_759,967,615,西南,昆明
1823,郭芳,郭芳,165,883,华东,济南
1824,黄军,黄军_169,424,1500,西南,拉萨
1825,林峰,林峰,289,373,东北,大连
1826,胡丽,胡丽,801,444,华中,郑州
1827,马敏,马敏,368,515,东北,大连
1828,陈丽,陈丽,746,848,华中,南昌
1829,王伟,王伟_608,584,1459,华北,北京
1830,高静,高静,470,562,华中,长沙
1831,王磊,王磊_680,298,1038,西北,银川
1832,朱鹏,朱鹏_742,752,507,华南,珠海
1833,刘军,刘军,363,512,西南,拉萨
1834,朱峰2024,朱峰2024,436,1271,华北,呼和浩特
1835,杨静@AI,杨静@AI,246,867,华中,郑州
1836,马明,马明,485,359,西北,兰州
1837,朱涛,朱涛_955,291,719,华东,合肥
1838,赵霞2024,赵霞2024,632,863,西南,成都
1839,杨娜,杨娜,365,1092,西北,西宁
1840,吴洋,吴洋_833,537,742,西北,银川
1841,吴芳Tech,吴芳Tech_480,135,458,西北,兰州
1842,陈丽,陈丽,223,1384,华北,北京
1843,赵峰,赵峰_797,344,1268,东北,长春
1844,王军,王军_330,766,1240,西南,昆明
1845,刘勇,刘勇_630,142,1500,华南,广州
1846,张磊Tech,张磊Tech_846,235,688,华南,海口
1847,胡涛Tech,胡涛Tech,234,1285,华南,深圳
1848,刘鹏,刘鹏_466,640,1335,华东,南京
1849,李敏,李敏_474,131,799,东北,沈阳
1850,郭静@AI,郭静@AI_805,609,513,华南,深圳
1851,高海,高海_777,711,369,西南,昆明
1852,高辉,高辉_710,207,341,西南,成都
1853,赵伟,赵伟,541,953,西北,银川
1854,罗芳,罗芳_531,517,995,西南,成都
1855,马勇DISC,马勇DISC,190,939,西南,重庆
1856,王伟,王伟,873,565,华南,广州
1857,周峰,周峰,454,1262,华东,南京
1858,李涛,李涛,850,1170,华北,太原
1859,何强2024,何强2024_906,530,509,东北,长春
1860,高明,高明_944,811,1263,华南,海口
1861,杨杰,杨杰_270,619,832,华中,武汉
1862,徐强,徐强_302,796,752,华中,长沙
1863,何勇,何勇,321,693,华中,郑州
1864,杨杰,杨杰_810,232,1256,东北,沈阳
1865,杨娜,杨娜_520,508,1074,华中,南昌
1866,吴洋,吴洋,568,618,华南,广州
1867,罗海,罗海,675,436,华中,长沙
1868,赵辉,赵辉,414,735,西北,银川
1869,赵霞,赵霞,138,848,华中,南昌
1870,郭峰,郭峰_921,555,645,华南,佛山
1871,马军,马军,224,416,华中,郑州
1872,高娜DISC,高娜DISC_561,387,496,华东,上海
1873,赵海_Pro,赵海_Pro_387,618,1194,华北,石家庄
1874,马敏2024,马敏2024_838,323,1373,华南,佛山
1875,林海Tech,林海Tech,983,314,华北,北京
1876,罗勇_Pro,罗勇_Pro_783,983,631,西南,贵阳
1877,朱洋,朱洋,912,565,东北,长春
1878,孙娜,孙娜,710,1491,西北,西宁
1879,赵军@AI,赵军@AI_174,321,924,西南,重庆
1880,徐强,徐强,541,1413,西南,成都
1881,李洋,李洋,542,454,东北,长春
1882,马海,马海,315,552,华中,郑州
1883,郭丽,郭丽_408,804,640,东北,大连
1884,马军,马军,691,348,华北,北京
1885,高明,高明,956,340,华东,合肥
1886,张磊,张磊,241,479,华北,石家庄
1887,高芳DISC,高芳DISC_584,616,592,华东,南昌
1888,杨敏,杨敏,834,1014,华东,福州
1889,李静,李静_823,544,941,华中,南昌
1890,何洋@AI,何洋@AI,519,736,华北,太原
1891,杨燕2024,杨燕2024,607,881,东北,长春
1892,林勇DISC,林勇DISC_385,455,1021,西北,西宁
1893,刘强,刘强_274,604,600,西北,兰州
1894,杨敏,杨敏,444,1388,西南,成都
1895,朱敏DISC,朱敏DISC_553,179,1101,西南,贵阳
1896,陈丽,陈丽_595,362,601,西南,成都
1897,赵丽,赵丽_379,721,738,华南,佛山
1898,杨海,杨海,698,1271,华中,长沙
1899,王勇DISC,王勇DISC_645,521,686,东北,长春
1900,林敏,林敏_196,428,534,西南,重庆
1901,张明,张明_691,870,930,华北,呼和浩特
1902,黄娜,黄娜,379,1185,西南,成都
1903,胡伟,胡伟_325,749,322,华东,合肥
1904,张强Tech,张强Tech_658,820,703,华北,石家庄
1905,赵峰,赵峰,648,1301,东北,大连
1906,孙海,孙海,857,1471,西南,拉萨
1907,徐军,徐军_755,299,393,华中,长沙
1908,罗海,罗海_620,542,1080,东北,哈尔滨
1909,胡勇,胡勇_403,406,1400,西北,乌鲁木齐
1910,徐强_Pro,徐强_Pro_218,335,791,华东,南京
1911,陈静Tech,陈静Tech_897,361,729,华中,武汉
1912,胡伟,胡伟_829,339,317,华东,上海
1913,高燕,高燕,783,537,东北,大连
1914,林军,林军,821,1365,西北,西宁
1915,吴涛,吴涛_781,327,575,华南,广州
1916,张明,张明,814,1269,华南,海口
1917,黄辉,黄辉,410,1398,华中,长沙
1918,徐敏,徐敏,258,360,西南,贵阳
1919,王勇,王勇,484,1039,华东,南昌
1920,郭芳,郭芳_816,138,784,华中,南昌
1921,林燕_Pro,林燕_Pro,184,716,华北,太原
1922,高燕,高燕_260,434,437,华东,南京
1923,孙霞,孙霞_391,950,1145,华南,南宁
1924,李明Tech,李明Tech,442,870,华北,石家庄
1925,胡峰,胡峰_208,583,684,华中,南昌
1926,郭军,郭军,467,851,华南,海口
1927,孙峰Tech,孙峰Tech,930,612,华中,南昌
1928,刘明2024,刘明2024,471,1410,西北,西宁
1929,黄军_Pro,黄军_Pro,637,937,华北,呼和浩特
1930,李峰,李峰,602,873,东北,沈阳
1931,黄伟,黄伟_542,219,637,华东,福州
1932,李杰,李杰_154,367,1252,华东,南京
1933,高涛,高涛,870,1478,华北,石家庄
1934,马勇DISC,马勇DISC,741,1295,华南,珠海
1935,林杰,林杰_191,785,636,华中,郑州
1936,徐军,徐军_794,143,1067,华东,南昌
1937,罗芳,罗芳_490,883,1173,华中,南昌
1938,林娜,林娜,862,963,华南,南宁
1939,周涛DISC,周涛DISC,375,763,华北,石家庄
1940,陈丽,陈丽_494,787,1252,西南,昆明
1941,郭芳,郭芳_351,333,1106,东北,沈阳
1942,林静,林静_977,316,931,西南,拉萨
1943,李娜,李娜_967,841,921,西南,重庆
1944,赵勇_Pro,赵勇_Pro,470,415,华东,南昌
1945,孙磊,孙磊_143,648,555,西南,拉萨
1946,胡鹏@AI,胡鹏@AI,568,618,东北,大连
1947,王辉,王辉_471,211,473,华中,武汉
